Price,Pricing,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
EUR 135000,135000.00,Sport Boat,Atlantis power boats,"Used boat,Diesel",2005,11.25,3.85,GRP,Portugal,80
EUR 135000,135000.00,Trawler,Euroship power boats,"new boat from stock,Diesel",2011,14.95,3.9,Steel,Netherlands,99
EUR 135000,135000.00,Offshore Boat,Pursuit power boats,"Used boat,Diesel",2004,10.65,3.18,GRP,Italy,68
EUR 135000,135000.00,Motor Yacht,Motomar power boats,"Used boat,Diesel",1974,16.1,4.28,,Italy,41
EUR 135000,135000.00,"Classic,Motor Yacht",Motomar power boats,"Used boat,Diesel",1974,16.1,4.28,Wood,Italy,54
EUR 135000,135000.00,Motor Yacht,Trawler power boats,"Used boat,Diesel",1991,14,4.25,GRP,Spain,44
EUR 135000,135000.00,Flybridge,Ferretti power boats,"Used boat,Diesel",1996,13.98,4.5,GRP,Croatia,57
EUR 135000,135000.00,Flybridge,Azimut power boats,"Used boat,Diesel",1999,13.29,4.15,,Italy,186
EUR 135000,135000.00,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2019,6.4,2.44,GRP,Spain,78
EUR 135000,135000.00,Sport Boat,AXOPAR power boats,"new boat from stock,Unleaded",2020,9.4,2.95,GRP,Switzerland ,131
EUR 135000,135000.00,Flybridge,Rodman power boats,"Used boat,Diesel",2005,11.36,3.81,PVC,France,62
EUR 135000,135000.00,Flybridge,Galeon power boats,"Used boat,Diesel",2007,10.08,3.42,GRP,Italy,78
EUR 135000,135000.00,Motor Yacht,Dufour power boats,"Used boat,Diesel",2012,12.17,3.98,,Malta,71
EUR 135000,135000.00,Center console boat,Nimbus power boats,"new boat on order,Unleaded",2020,8.15,2.6,GRP,Sweden,216
EUR 135000,135000.00,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,11.79,3.25,GRP,Italy,110
EUR 135000,135000.00,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,12.1,3.77,PVC,France,86
EUR 135000,135000.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.12,2.99,PVC,France,54
EUR 135000,135000.00,Offshore Boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2003,17.4,3.8,GRP,Italy,72
EUR 135000,135000.00,Motor Yacht,Tiara power boats,"Used boat,Diesel",1998,13.26,4.47,GRP,Italy,21
EUR 135000,135000.00,Hardtop,Primatist power boats,"Used boat,Diesel",2007,12.41,4.06,GRP,Portugal,89
EUR 135000,135000.00,"Flybridge,Motor Yacht",Princess power boats,"Used boat,Diesel",1995,,,Plastic,France,297
EUR 135000,135000.00,Motor Yacht,Pursuit power boats,"Used boat,Unleaded",2007,10.2,3.24,,Italy,126
EUR 135000,135000.00,Flybridge,Intermare power boats,Used boat,2009,10.48,3.65,GRP,Italy,106
EUR 135000,135000.00,Motor Yacht,,Used boat,1989,12.5,4.1,Steel,Netherlands,62
EUR 135000,135000.00,Sport Boat,Crownline power boats,"Used boat,Unleaded",2015,9.88,2.95,GRP,Germany,186
EUR 135000,135000.00,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2006,13.66,4.07,GRP,Italy,181
EUR 135000,135000.00,Fishing Boat,,"Used boat,Diesel",1971,20.5,5.3,Wood,Netherlands,360
EUR 135000,135000.00,Wakeboard/Wakesurf,MasterCraft power boats,"new boat from stock,Unleaded",0,6.1,2.49,GRP,Austria,138
EUR 135000,135000.00,"Cabin Boat,Motor Yacht,Sport Boat",Sea Ray power boats,"Used boat,Unleaded",2009,11.82,3.5,GRP,Germany,289
EUR 135000,135000.00,Motor Yacht,,"Used boat,Diesel",2008,13.4,4.8,GRP,Italy,140
EUR 134900,134900.00,Cabin Boat,Sea Ray power boats,"new boat on order,Unleaded",2021,8.28,2.55,GRP,Germany,140
EUR 134500,134500.00,Passenger boat,,"Used boat,Diesel",1940,13.7,3.08,Steel,Netherlands,63
EUR 134500,134500.00,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,7.9,2.54,GRP,Germany,129
EUR 134500,134500.00,House Boat,Baltic power boats,new boat from stock,2020,11.98,5,Aluminium,Netherlands,43
EUR 134438,134438.00,Sport Boat,BÃ©nÃ©teau power boats,new boat from stock,2020,9.98,3.32,GRP,France,56
CHF 145000,151041.67,Sport Boat,Ocean Master (US) power boats,"Used boat,Unleaded",2013,9.2,2.55,GRP,Switzerland ,119
CHF 145000,151041.67,Pilothouse,Bavaria power boats,"new boat from stock,Unleaded",2019,9.29,2.99,GRP,Switzerland ,328
CHF 145000,151041.67,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2021,8.9,2.99,,Switzerland ,422
EUR 132900,132900.00,Motor Yacht,Bavaria power boats,"new boat from stock,Unleaded",2018,10.06,3.31,,Italy,147
EUR 132877,132877.00,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,8.9,2.99,PVC,France,49
CHF 143000,148958.33,"Cabin Boat,House Boat",Atlantic Motor Yachts power boats,"Used boat,Diesel",1997,11.51,4.03,Plastic,Switzerland ,392
EUR 132000,132000.00,Flybridge,Carver power boats,"Used boat,Diesel",2005,11.58,3.94,GRP,France,74
EUR 132000,132000.00,Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2020,8.18,2.49,GRP,Switzerland ,341
EUR 132000,132000.00,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,8.91,2.89,GRP,Germany,59
EUR 132000,132000.00,Motor Yacht,Itama power boats,Used boat,1990,11.62,3.77,,Italy,89
DKK 982000,131989.25,Sport Boat,Campion power boats,new boat from stock,2020,7,2,,Denmark,29
EUR 131000,131000.00,Runabout,Frauscher power boats,"Used boat,Unleaded",2010,7.17,2.25,GRP,Italy,78
EUR 131000,131000.00,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.6,2.98,GRP,Germany,36
DKK 975000,131048.39,Motor Yacht,Formula power boats,Used boat,2008,10.67,3.28,,Denmark,144
CHF 140000,145833.33,Pilothouse,Sessa power boats,"Used boat,Diesel",2008,10.6,3.53,GRP,Switzerland ,191
CHF 139900,145729.17,Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,8.8,2.8,GRP,Switzerland ,187
EUR 130000,130000.00,Flybridge,Uniesse power boats,"Used boat,Diesel",1997,14,4.6,GRP,Italy,79
EUR 130000,130000.00,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,11.93,3.5,,Italy,55
EUR 130000,130000.00,Fishing Boat,,"Used boat,Diesel",2003,11.73,3.78,GRP,Italy,72
EUR 130000,130000.00,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,12,3.25,GRP,Italy,92
EUR 130000,130000.00,Motor Yacht,Mira power boats,"Used boat,Diesel",2005,12.66,4.15,,Italy,166
EUR 130000,130000.00,Motor Yacht,Sunseeker power boats,Used boat,2001,11.34,3.11,GRP,Croatia,81
EUR 130000,130000.00,Motor Yacht,,"Used boat,Diesel",2001,12.8,3.76,,Italy,46
EUR 130000,130000.00,House Boat,,Used boat,2020,12,4.1,Aluminium,Netherlands,202
EUR 130000,130000.00,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,11.96,3.99,GRP,Italy,77
EUR 130000,130000.00,Motor Yacht,Rio power boats,Used boat,2006,12.94,3,,Italy,35
EUR 130000,130000.00,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1990,13.11,4.55,GRP,Italy,125
EUR 130000,130000.00,Hardtop,Grandezza power boats,"Used boat,Diesel",2016,8.3,2.85,PVC,France,144
EUR 130000,130000.00,Flybridge,Rodman power boats,"Used boat,Diesel",2002,13,4.2,PVC,Spain,34
EUR 130000,130000.00,Motor Yacht,Cayman power boats,"Used boat,Diesel",2006,13.9,4.25,GRP,Italy,46
EUR 129999,129999.00,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1995,16,4.56,GRP,Italy,53
EUR 129999,129999.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.26,2.95,PVC,Spain,46
EUR 129900,129900.00,Motor Yacht,Linssen power boats,"Used boat,Diesel",2000,10.1,3.45,Steel,Germany,142
EUR 129750,129750.00,Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,12,3.8,GRP,Netherlands,107
EUR 129730,129730.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,7.89,2.59,GRP,Germany,87
DKK 965000,129704.30,Flybridge,Broom power boats,Used boat,1988,12.7,4,GRP,Germany,157
DKK 965000,129704.30,Flybridge,Neptunus power boats,Used boat,1992,12.9,4.1,GRP,Denmark,127
EUR 129500,129500.00,Pilothouse,Sarins power boats,"Used boat,Diesel",2015,7.85,2.7,GRP,Germany,157
EUR 129500,129500.00,Runabout,Riva power boats,Used boat,1961,6.47,2.16,,Netherlands,274
EUR 129500,129500.00,Trawler,Hellingskip power boats,Used boat,1999,11,3.85,Steel,Netherlands,128
EUR 129500,129500.00,Hardtop,ManÃ² power boats,"Used boat,Diesel",2009,11.7,3.95,GRP,Austria,117
EUR 129500,129500.00,Sport Boat,AXOPAR power boats,Used boat,2019,2.79,2.74,,Malta,113
EUR 129500,129500.00,House Boat,,new boat from stock,0,11.5,4.4,Steel,Netherlands,87
EUR 129500,129500.00,Classic,Rapsody power boats,Used boat,2005,9.68,2.95,GRP,Netherlands,126
EUR 129500,129500.00,Motor Yacht,Apreamare power boats,Used boat,0,11,3.95,GRP,Netherlands,91
EUR 129500,129500.00,Trawler,,"Used boat,Diesel",1914,25.6,5.02,Steel,Netherlands,120
EUR 129000,129000.00,House Boat,,new boat from stock,2020,8.5,3.8,Steel,Netherlands,86
EUR 129000,129000.00,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2005,11.88,2.28,Carbon Fiber,Spain,127
EUR 129000,129000.00,Motor Yacht,ManÃ² power boats,"Used boat,Diesel",2008,11,3.94,GRP,Italy,25
EUR 129000,129000.00,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2005,11.89,2.34,GRP,Spain,114
EUR 129000,129000.00,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,12.1,3.1,,Spain,248
EUR 129000,129000.00,Trawler,Gruno power boats,Used boat,2000,11,3.9,Steel,Netherlands,113
EUR 129000,129000.00,Motor Yacht,Fairline power boats,"Used boat,Diesel",2002,13.2,3.84,,Italy,228
EUR 129000,129000.00,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.31,3.77,GRP,Croatia,86
EUR 129000,129000.00,Flybridge,Princess power boats,"Used boat,Diesel",1995,12.5,4.15,GRP,Croatia,139
EUR 129000,129000.00,Trawler,,Used boat,2001,10.9,3.85,Steel,Netherlands,111
EUR 129000,129000.00,Pilothouse,,"Used boat,Diesel",2004,10.22,2.25,GRP,Italy,61
EUR 129000,129000.00,Motor Yacht,President power boats,Used boat,1990,15.85,4.2,GRP,Spain,78
EUR 129000,129000.00,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",0,10.45,3.72,,Malta,36
EUR 129000,129000.00,Motor Yacht,Windy power boats,"Used boat,Unleaded",2017,7.88,2.46,GRP,Germany,147
EUR 129000,129000.00,Motor Yacht,Apreamare power boats,Used boat,2005,9.98,3.56,,Italy,140
EUR 129000,129000.00,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2002,12.65,4.22,GRP,Greece,177
EUR 129000,129000.00,House Boat,Best power boats,"Used boat,Unleaded",2019,12,4.35,Plastic,Germany,525
EUR 129000,129000.00,Sport Boat,Kaiser Bootsmanufaktur power boats,"Used boat,Electric",2017,6.25,2.4,Wood,Austria,383
EUR 129000,129000.00,Motor Yacht,Apreamare power boats,Used boat,2005,9.98,3.56,,Italy,166
EUR 128974,128974.00,Motor Yacht,Cranchi power boats,new boat from stock,2019,9.15,2.98,GRP,Netherlands,177
CHF 139000,144791.67,Motor Yacht,Bella power boats,"Used boat,Diesel",2014,9.12,3.35,GRP,Switzerland ,355
CHF 139000,144791.67,Sport Boat,Viper power boats,"Used boat,Unleaded",2010,9.8,3,Plastic,Switzerland ,246
EUR 128500,128500.00,Trawler,Pedro power boats,"Used boat,Diesel",2010,9.7,3.5,Steel,Germany,129
EUR 128000,128000.00,Sport Boat,Cigarette power boats,"Used boat,Unleaded",2008,11.88,3.05,GRP,Switzerland ,260
EUR 128000,128000.00,Flybridge,Azimut power boats,"Used boat,Diesel",1997,13.6,4.45,,Italy,194
EUR 128000,128000.00,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.37,3.85,PVC,France,86
EUR 128000,128000.00,Hardtop,Sessa power boats,"Used boat,Diesel",2006,13.12,3.85,GRP,Italy,111
EUR 128000,128000.00,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2004,12.8,3.96,,Italy,43
EUR 128000,128000.00,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2004,10,3.35,GRP,Finland,284
CHF 138000,143750.00,Motor Yacht,Linssen power boats,"Used boat,Diesel",1991,11.5,3.7,Steel,Switzerland ,364
EUR 127500,127500.00,Center console boat,Nord Star power boats,"Used boat,Unleaded",2019,7.3,2.7,PVC,France,29
CHF 137404,143129.17,Wakeboard/Wakesurf,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.5,GRP,Switzerland ,193
EUR 127000,127000.00,Motor Yacht,Menorquin power boats,"Used boat,Diesel",2006,10.45,3.7,,Italy,38
EUR 127000,127000.00,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2011,9.74,3.42,GRP,Spain,86
EUR 127000,127000.00,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.5,2.94,PVC,France,40
EUR 127000,127000.00,Pontoon Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2012,10,3.2,GRP,Italy,123
EUR 127000,127000.00,House Boat,2 emme marine power boats,"Used boat,Unleaded",2020,9.96,6.31,GRP,Italy,314
EUR 126900,126900.00,Motor Yacht,Fairline power boats,"Used boat,Diesel",2002,11,4,GRP,Croatia,137
EUR 126900,126900.00,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2020,9.5,2.95,GRP,Germany,431
DKK 939000,126209.68,Sport Boat,Campion power boats,Used boat,2019,7,2,,Denmark,106
EUR 125000,125000.00,Center console boat,Tecnomar power boats,"Used boat,Diesel",1994,17.68,4.45,GRP,Italy,52
EUR 125000,125000.00,Flybridge,Princess power boats,"Used boat,Diesel",1989,13.92,4.27,GRP,Portugal,76
EUR 125000,125000.00,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2004,11.43,3.64,GRP,Croatia,73
EUR 125000,125000.00,Cabin Boat,Sea Ray power boats,new boat from stock,2020,7.89,2.54,GRP,Germany,191
EUR 125000,125000.00,Flybridge,Jeanneau power boats,"Used boat,Diesel",2005,11,3,GRP,Croatia,106
EUR 125000,125000.00,Motor Yacht,Trawler power boats,"Used boat,Diesel",1991,12.45,4.18,,Spain,60
EUR 125000,125000.00,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,14.78,3.25,GRP,Spain,179
EUR 125000,125000.00,Motor Yacht,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,Steel,Germany,134
EUR 125000,125000.00,Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,9.43,3.15,PVC,Croatia,65
EUR 125000,125000.00,Working Boat,Rayglass power boats,"Used boat,Unleaded",2010,8.68,2.9,GRP,Switzerland ,195
EUR 125000,125000.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.23,2.99,,France,59
EUR 125000,125000.00,Flybridge,Galeon power boats,"Used boat,Diesel",2008,9.9,3.42,GRP,Croatia,73
EUR 125000,125000.00,Flybridge,Sealine power boats,"Used boat,Diesel",2003,10.8,3.2,GRP,Germany,84
EUR 125000,125000.00,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,11.8,3.84,GRP,Sweden,96
EUR 125000,125000.00,Motor Yacht,Princess power boats,"Used boat,Diesel",2001,13.15,3.73,GRP,United Kingdom,105
EUR 125000,125000.00,Trawler,Pedro power boats,"Used boat,Diesel",2011,10.3,3.4,Steel,Netherlands,97
EUR 125000,125000.00,House Boat,,Used boat,2018,15,4,Aluminium,Netherlands,135
EUR 125000,125000.00,Trawler,Brandsma power boats,Used boat,2003,12.3,4.05,,Netherlands,97
EUR 125000,125000.00,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2013,10.22,3.37,,France,108
EUR 125000,125000.00,Hardtop,Mira power boats,"Used boat,Diesel",2005,12.66,4.15,,Italy,84
EUR 125000,125000.00,Motor Yacht,,Used boat,2003,11.5,3.85,Steel,Netherlands,103
EUR 125000,125000.00,Trawler,,"Used boat,Diesel",1991,12,4,PVC,Spain,88
EUR 125000,125000.00,Offshore Boat,Hustler power boats,"Used boat,Gas",2004,11.83,5.49,GRP,Slovenia,118
EUR 125000,125000.00,Motor Yacht,,"Used boat,Diesel",1967,27,5,Steel,Germany,161
EUR 125000,125000.00,Flybridge,Garin power boats,"Used boat,Diesel",2000,14,4.3,GRP,Spain,114
EUR 125000,125000.00,"Cabin Boat,Hardtop",Saga power boats,"Used boat,Diesel",2009,9.45,3.25,GRP,Germany,239
EUR 125000,125000.00,House Boat,,new boat from stock,2020,12,4.3,,Netherlands,49
EUR 125000,125000.00,House Boat,Waltjen power boats,"Used boat,Diesel",0,18,5,Steel,Germany,171
EUR 125000,125000.00,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,11.35,3.84,GRP,Spain,170
EUR 125000,125000.00,House Boat,,new boat from stock,0,12,4.3,,Netherlands,114
EUR 125000,125000.00,Motor Yacht,ManÃ² power boats,"Used boat,Diesel",2008,10.67,3.35,,Italy,54
EUR 125000,125000.00,Trawler,,Used boat,1994,11.2,3.8,Steel,Netherlands,118
EUR 124630,124630.00,Motor Yacht,,new boat from stock,0,8.05,2.7,GRP,Netherlands,84
CHF 134630,140239.58,Cabin Boat,VBoats power boats,"new boat from stock,Unleaded",2020,9.58,2.99,Aluminium,Switzerland ,148
EUR 124500,124500.00,Motor Yacht,,"Used boat,Diesel",2007,13.5,4.22,Steel,Netherlands,63
EUR 124500,124500.00,Motor Yacht,,Used boat,1901,30,5.77,Steel,Netherlands,60
CHF 134500,140104.17,Hardtop,Aquador power boats,"new boat from stock,Unleaded",2020,7.48,2.56,GRP,Switzerland ,166
CHF 134500,140104.17,Flybridge,Forbina power boats,"Used boat,Diesel",2001,10,3.45,GRP,Switzerland ,467
EUR 124400,124400.00,Center console boat,,"new boat from stock,Unleaded",2019,7.99,2.95,,Spain,71
CHF 134460,140062.50,Hardtop,Aquador power boats,"new boat from stock,Unleaded",2019,7.97,2.56,GRP,Switzerland ,229
CHF 134266,139860.42,Sport Boat,Airon Marine power boats,"new boat from stock,Unleaded",2020,7.59,2.5,GRP,Switzerland ,110
EUR 124000,124000.00,Sport Boat,Pursuit power boats,"Used boat,Unleaded",2008,10,2.9,PVC,France,45
EUR 124000,124000.00,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2009,11.99,3.99,GRP,Croatia,85
EUR 124000,124000.00,Water ski,Nautique power boats,"new boat on order,Unleaded",2020,6.67,2.49,GRP,Germany,81
EUR 124000,124000.00,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,11.28,3.66,GRP,Malta,127
EUR 123468,123468.00,Sport Boat,Sessa power boats,"new boat from stock,Unleaded",2021,8.42,2.64,GRP,Switzerland ,185
EUR 123000,123000.00,Flybridge,Princess power boats,"Used boat,Diesel",1994,13.6,4.22,,Italy,100
EUR 123000,123000.00,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,8.6,2.98,PVC,France,72
EUR 123000,123000.00,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,8.91,2.98,,Germany,104
EUR 122700,122700.00,Sport Boat,Ganz Boats power boats,new boat from stock,2019,7.6,2.5,,Italy,109
CHF 132500,138020.83,Sport Boat,Aquador power boats,"new boat from stock,Unleaded",2020,7.48,2.56,GRP,Switzerland ,140
CHF 132490,138010.42,Sport Boat,Aquador power boats,"new boat from stock,Unleaded",2019,7.48,2.54,GRP,Switzerland ,179
CHF 132463,137982.29,Fishing Boat,EdgeWater power boats,"new boat on order,Unleaded",2020,7.5,2.6,GRP,Switzerland ,163
EUR 122500,122500.00,Cabin Boat,,"Used boat,Diesel",2011,9.1,3.12,GRP,Netherlands,42
EUR 122000,122000.00,Flybridge,Princess power boats,"Used boat,Diesel",1994,15,4.32,GRP,Croatia,121
EUR 122000,122000.00,Motor Yacht,Italcraft power boats,"Used boat,Diesel",2008,11.85,3.6,GRP,Croatia,89
EUR 121900,121900.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,7.89,2.55,GRP,Germany,75
EUR 121900,121900.00,Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2019,7.85,2.49,PVC,Spain,101
EUR 121737,121737.00,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",0,9.23,3,GRP,Germany,54
EUR 121600,121600.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.5,2.89,PVC,Spain,59
EUR 121500,121500.00,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2017,10.8,3.5,GRP,Italy,225
EUR 121500,121500.00,House Boat,,Used boat,2020,12.6,4.4,GRP,Portugal,410
EUR 121380,121380.00,Pilothouse,Jeanneau power boats,new boat on order,2020,10.5,3.35,GRP,Germany,79
EUR 121380,121380.00,Motor Yacht,Jeanneau power boats,"new boat on order,Unleaded",0,10.5,3.37,GRP,Germany,85
EUR 120000,120000.00,Offshore Boat,Riva power boats,"Used boat,Unleaded",1990,9.52,2.71,GRP,Austria,314
EUR 120000,120000.00,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",1999,15.1,4.7,GRP,Croatia,57
EUR 120000,120000.00,Trawler,,Used boat,1992,14.6,4.3,Steel,Netherlands,67
EUR 120000,120000.00,Flybridge,Azimut power boats,Used boat,1993,13.44,4.35,GRP,Italy,60
EUR 120000,120000.00,Motor Yacht,Princess power boats,Used boat,1998,12.35,3.9,,France,135
EUR 120000,120000.00,Runabout,Lex Boats power boats,Display Model,2019,7.9,2.57,GRP,Germany,146
EUR 120000,120000.00,"Classic,Motor Yacht",,"Used boat,Diesel",1981,15.52,4.16,Wood,Croatia,56
EUR 120000,120000.00,Motor Yacht,,"Used boat,Unleaded",1992,8,,GRP,Italy,151
EUR 120000,120000.00,Center console boat,Cranchi power boats,"Used boat,Diesel",2007,11.93,3.5,,France,105
EUR 120000,120000.00,Flybridge,Riviera power boats,"Used boat,Diesel",2006,10.73,3.83,GRP,Croatia,44
EUR 120000,120000.00,Hardtop,Rodman power boats,"Used boat,Diesel",2004,9.48,3.36,GRP,Spain,119
EUR 120000,120000.00,Flybridge,Intermare power boats,"Used boat,Diesel",2004,11.7,3.77,GRP,Germany,74
EUR 120000,120000.00,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,10.22,3.35,PVC,France,57
EUR 120000,120000.00,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9,2.97,PVC,France,35
EUR 120000,120000.00,"Classic,Motor Yacht",Canados power boats,Used boat,1986,23,5.38,Wood,Italy,163
EUR 120000,120000.00,Sport Boat,Tornado power boats,"Used boat,Diesel",1994,13.4,3.86,GRP,Italy,106
EUR 120000,120000.00,Flybridge,Gianetti power boats,Used boat,1993,13,4.28,,Malta,57
EUR 120000,120000.00,Flybridge,Gianetti power boats,Used boat,1993,13,4.28,,Malta,34
EUR 120000,120000.00,Sport Boat,Sessa power boats,Used boat,2005,12.9,3.85,GRP,Italy,66
EUR 120000,120000.00,Motor Yacht,Vismara power boats,"Used boat,Diesel",2014,9.95,3.25,,Italy,86
